j,"S_th(0,0)","S_exp(0,0)-M","S_exp(0,0)-SD","S_th(-10,10)","S_exp(-10,10)-M","S_exp(-10,10)-SD","S_th(15,-15)","S_exp(15,-15)-M","S_exp(15,-15)-SD",j_subfigure,"S_subfigure(0,0)","S_subfigure(-10,10)","S_subfigure(15,-15)"
1340001 ,0.57308 ,0.57438 ,0.02324 ,0.77146 ,0.76031 ,0.01277 ,1.06902 ,1.15150 ,0.02035 ,135,0.00940 ,0.18232 ,0.49575 
1350001 ,0.57308 ,0.63727 ,0.00446 ,0.77146 ,0.70807 ,0.00862 ,1.06902 ,1.13106 ,0.00568 ,136,0.01866 ,0.19615 ,0.48612 
1360001 ,0.57308 ,0.64893 ,0.01819 ,0.77146 ,0.77187 ,0.01588 ,1.07453 ,1.14315 ,0.04312 ,137,0.00394 ,0.18202 ,0.47738 
1370001 ,0.57859 ,0.56965 ,0.00761 ,0.77697 ,0.79377 ,0.01945 ,1.07453 ,1.13467 ,0.04788 ,138,0.01424 ,0.18808 ,0.48536 
1380001 ,0.57859 ,0.59206 ,0.01925 ,0.77697 ,0.83711 ,0.01226 ,1.08004 ,1.12625 ,0.02313 ,139,0.01681 ,0.19149 ,0.47864 
1390001 ,0.58411 ,0.63933 ,0.02102 ,0.78248 ,0.78944 ,0.02758 ,1.08004 ,1.09383 ,0.00724 ,140,-0.00173 ,0.20066 ,0.49477 
1400001 ,0.58411 ,0.57227 ,0.01491 ,0.78248 ,0.77484 ,0.01425 ,1.08555 ,1.10695 ,0.00975 ,141,0.00324 ,0.18466 ,0.49183 
1410001 ,0.58411 ,0.57699 ,0.01006 ,0.78248 ,0.75325 ,0.00425 ,1.08555 ,1.16342 ,0.02110 ,142,0.00734 ,0.19073 ,0.50603 
1420001 ,0.58961 ,0.57849 ,0.00341 ,0.78799 ,0.73328 ,0.01302 ,1.09106 ,1.11488 ,0.02745 ,143,0.01360 ,0.18712 ,0.50548 
1430001 ,0.58961 ,0.60633 ,0.01156 ,0.78799 ,0.77898 ,0.02038 ,1.09106 ,1.16182 ,0.01535 ,144,0.01856 ,0.19755 ,0.46992 
1440001 ,0.58961 ,0.60477 ,0.00610 ,0.78799 ,0.83298 ,0.01935 ,1.09657 ,1.17599 ,0.02696 ,145,0.01413 ,0.19893 ,0.46412 
1450001 ,0.58961 ,0.60427 ,0.00829 ,0.78799 ,0.80999 ,0.01413 ,1.09657 ,1.19431 ,0.03993 ,146,0.02802 ,0.17740 ,0.46452 
1460001 ,0.59512 ,0.61106 ,0.00406 ,0.79350 ,0.77706 ,0.00746 ,1.09657 ,1.15946 ,0.04045 ,147,0.01524 ,0.18347 ,0.46811 
1470001 ,0.59512 ,0.65325 ,0.02330 ,0.79350 ,0.76185 ,0.01530 ,1.10208 ,1.14128 ,0.00887 ,148,0.02484 ,0.19730 ,0.47881 
1480001 ,0.59512 ,0.60066 ,0.01484 ,0.79901 ,0.74094 ,0.01205 ,1.10208 ,1.25427 ,0.01394 ,149,0.01480 ,0.18317 ,0.48567 
1490001 ,0.60063 ,0.59001 ,0.02225 ,0.79901 ,0.76894 ,0.01141 ,1.10208 ,1.16106 ,0.01058 ,150,0.01357 ,0.18924 ,0.48633 
1500001 ,0.60063 ,0.60000 ,0.02028 ,0.79901 ,0.76503 ,0.01092 ,1.10759 ,1.22312 ,0.03862 ,151,0.02317 ,0.19265 ,0.49292 
1510001 ,0.60063 ,0.55797 ,0.01508 ,0.80452 ,0.77475 ,0.02622 ,1.11310 ,1.12760 ,0.02413 ,152,0.02414 ,0.20181 ,0.50495 
1520001 ,0.60063 ,0.66136 ,0.02051 ,0.80452 ,0.83876 ,0.00932 ,1.11310 ,1.20877 ,0.02208 ,153,0.00943 ,0.17499 ,0.46813 
1530001 ,0.60614 ,0.63004 ,0.02176 ,0.80452 ,0.79472 ,0.00937 ,1.11310 ,1.22100 ,0.01090 ,154,0.01973 ,0.18240 ,0.47884 
1540001 ,0.60614 ,0.62701 ,0.01595 ,0.81003 ,0.75601 ,0.00991 ,1.11861 ,1.18734 ,0.01765 ,155,0.02364 ,0.17305 ,0.47658 
1550001 ,0.60614 ,0.62920 ,0.02525 ,0.81003 ,0.79236 ,0.01149 ,1.11861 ,1.17227 ,0.00106 ,156,0.03394 ,0.17074 ,0.48904 
1560001 ,0.61165 ,0.57842 ,0.00321 ,0.81003 ,0.79396 ,0.00864 ,1.11861 ,1.13102 ,0.02234 ,157,0.01945 ,0.17032 ,0.49688 
1570001 ,0.61165 ,0.58302 ,0.01537 ,0.81554 ,0.80528 ,0.01973 ,1.12412 ,1.17877 ,0.01344 ,158,0.01689 ,0.18511 ,0.50487 
1580001 ,0.61165 ,0.60124 ,0.00468 ,0.81554 ,0.82212 ,0.01458 ,1.12412 ,1.18970 ,0.01148 ,159,0.01416 ,0.18281 ,0.49815 
1590001 ,0.61716 ,0.61148 ,0.00945 ,0.81554 ,0.81285 ,0.01296 ,1.12963 ,1.16712 ,0.00145 ,160,0.01293 ,0.18376 ,0.47200 
1600001 ,0.61716 ,0.61021 ,0.01663 ,0.81554 ,0.88136 ,0.01218 ,1.12963 ,1.13259 ,0.02077 ,161,0.02252 ,0.17980 ,0.47266 
1610001 ,0.61716 ,0.61812 ,0.01060 ,0.82105 ,0.80565 ,0.01520 ,1.13514 ,1.19468 ,0.03523 ,162,0.00016 ,0.19221 ,0.47925 
1620001 ,0.61716 ,0.69309 ,0.02864 ,0.82105 ,0.79417 ,0.00990 ,1.13514 ,1.14089 ,0.01286 ,163,0.00223 ,0.19516 ,0.47978 
1630001 ,0.62268 ,0.56884 ,0.02221 ,0.82656 ,0.75881 ,0.01215 ,1.13514 ,1.20204 ,0.00760 ,164,0.00469 ,0.20559 ,0.48638 
1640001 ,0.62268 ,0.68393 ,0.00345 ,0.82656 ,0.81899 ,0.00755 ,1.14065 ,1.24571 ,0.02310 ,165,0.00589 ,0.20697 ,0.48993 
1650001 ,0.62268 ,0.62936 ,0.01013 ,0.82656 ,0.81272 ,0.00347 ,1.14065 ,1.23311 ,0.01525 ,166,0.00835 ,0.17483 ,0.48305 
1660001 ,0.62268 ,0.70685 ,0.01812 ,0.83207 ,0.79624 ,0.01386 ,1.14616 ,1.23020 ,0.02091 ,167,-0.00669 ,0.19045 ,0.48716 
1670001 ,0.62819 ,0.63468 ,0.01631 ,0.83207 ,0.83549 ,0.00346 ,1.14616 ,1.23617 ,0.01433 ,168,-0.01294 ,0.20088 ,0.49690 
1680001 ,0.62819 ,0.62793 ,0.02601 ,0.83207 ,0.78779 ,0.01978 ,1.14616 ,1.16014 ,0.01954 ,169,-0.00798 ,0.20226 ,0.48993 
1690001 ,0.62819 ,0.61705 ,0.01747 ,0.83758 ,0.79734 ,0.02153 ,1.15168 ,1.22575 ,0.03598 ,170,-0.00388 ,0.17397 ,0.46772 
1700001 ,0.63370 ,0.65523 ,0.01507 ,0.83758 ,0.79100 ,0.01586 ,1.15168 ,1.23653 ,0.04746 ,171,0.00239 ,0.18138 ,0.48632 
1710001 ,0.63370 ,0.61671 ,0.00868 ,0.83758 ,0.86817 ,0.02578 ,1.15719 ,1.24266 ,0.01017 ,172,0.00735 ,0.17011 ,0.47842 
1720001 ,0.63370 ,0.63465 ,0.02213 ,0.83758 ,0.78465 ,0.01602 ,1.15719 ,1.28404 ,0.01796 ,173,0.00292 ,0.16308 ,0.47617 
1730001 ,0.63370 ,0.69986 ,0.02050 ,0.84309 ,0.79966 ,0.02481 ,1.16270 ,1.21148 ,0.02762 ,174,0.01681 ,0.19188 ,0.48340 
1740001 ,0.63921 ,0.63171 ,0.01956 ,0.84309 ,0.78861 ,0.00232 ,1.16270 ,1.25616 ,0.00374 ,175,0.00403 ,0.18792 ,0.49743 
1750001 ,0.63921 ,0.63987 ,0.00999 ,0.84309 ,0.80807 ,0.00576 ,1.16270 ,1.21681 ,0.00772 ,176,0.01362 ,0.18763 ,0.49534 
1760001 ,0.63921 ,0.63823 ,0.02173 ,0.84860 ,0.82643 ,0.00728 ,1.16821 ,1.28447 ,0.02005 ,177,0.00359 ,0.16586 ,0.48862 
1770001 ,0.63921 ,0.69178 ,0.00984 ,0.84860 ,0.82229 ,0.01432 ,1.16821 ,1.25989 ,0.01457 ,178,0.00236 ,0.18690 ,0.49647 
1780001 ,0.64472 ,0.64786 ,0.01004 ,0.84860 ,0.85856 ,0.03184 ,1.16821 ,1.23653 ,0.00324 ,179,0.01195 ,0.18459 ,0.50446 
1790001 ,0.64472 ,0.63338 ,0.01616 ,0.85411 ,0.85197 ,0.02473 ,1.17372 ,1.23712 ,0.01807 ,180,0.00169 ,0.20001 ,0.49774 
1800001 ,0.64472 ,0.66601 ,0.01125 ,0.85411 ,0.91999 ,0.02656 ,1.17372 ,1.25315 ,0.00718 ,181,0.00376 ,0.19732 ,0.46758 
1810001 ,0.65023 ,0.64659 ,0.00786 ,0.85411 ,0.86898 ,0.01384 ,1.17923 ,1.24559 ,0.00958 ,182,0.00622 ,0.18052 ,0.46178 
1820001 ,0.65023 ,0.70716 ,0.01684 ,0.85962 ,0.81194 ,0.02355 ,1.17923 ,1.22055 ,0.03004 ,183,0.00608 ,0.18237 ,0.47152 
1830001 ,0.65023 ,0.65448 ,0.01678 ,0.85962 ,0.83913 ,0.02569 ,1.17923 ,1.22776 ,0.00696 ,184,0.01104 ,0.17585 ,0.47738 
1840001 ,0.65023 ,0.64545 ,0.01726 ,0.85962 ,0.84950 ,0.01834 ,1.18474 ,1.24373 ,0.01077 ,185,0.00661 ,0.18818 ,0.46601 
1850001 ,0.65574 ,0.66193 ,0.00625 ,0.86513 ,0.83729 ,0.02124 ,1.18474 ,1.31994 ,0.01952 ,186,0.02050 ,0.18422 ,0.48005 
1860001 ,0.65574 ,0.62606 ,0.00813 ,0.86513 ,0.87959 ,0.01400 ,1.18474 ,1.24607 ,0.01330 ,187,0.00773 ,0.18393 ,0.47795 
1870001 ,0.65574 ,0.69171 ,0.01940 ,0.86513 ,0.85479 ,0.03063 ,1.19025 ,1.26231 ,0.00560 ,188,0.01732 ,0.18183 ,0.48441 
1880001 ,0.65574 ,0.68010 ,0.02087 ,0.86513 ,0.93758 ,0.02119 ,1.19025 ,1.22154 ,0.00617 ,189,0.02757 ,0.19329 ,0.47495 
1890001 ,0.65574 ,0.66105 ,0.01994 ,0.87064 ,0.84451 ,0.01157 ,1.19576 ,1.27239 ,0.03040 ,190,0.02276 ,0.17151 ,0.48898 
1900001 ,0.66125 ,0.65089 ,0.01072 ,0.87064 ,0.87221 ,0.00556 ,1.19576 ,1.28181 ,0.02443 ,191,0.03666 ,0.19201 ,0.49164 
1910001 ,0.66125 ,0.68613 ,0.00759 ,0.87064 ,0.92553 ,0.01366 ,1.20127 ,1.23538 ,0.01399 ,192,0.01210 ,0.19635 ,0.50165 
1920001 ,0.66676 ,0.65442 ,0.00985 ,0.87615 ,0.86936 ,0.00330 ,1.20127 ,1.28817 ,0.00230 ,193,0.00647 ,0.20678 ,0.48768 
1930001 ,0.66676 ,0.64001 ,0.01523 ,0.87615 ,0.82194 ,0.01058 ,1.20127 ,1.31230 ,0.02785 ,194,0.02294 ,0.20816 ,0.48578 
1940001 ,0.66676 ,0.64498 ,0.02216 ,0.87615 ,0.85796 ,0.01424 ,1.20678 ,1.34668 ,0.03979 ,195,0.02455 ,0.18805 ,0.49968 
1950001 ,0.66676 ,0.69962 ,0.01322 ,0.88166 ,0.84671 ,0.01891 ,1.20678 ,1.23488 ,0.00767 ,196,0.02702 ,0.18760 ,0.47297 
1960001 ,0.67227 ,0.73237 ,0.00497 ,0.88166 ,0.88487 ,0.01208 ,1.20678 ,1.30382 ,0.02286 ,197,0.01313 ,0.18651 ,0.48271 
1970001 ,0.67227 ,0.74153 ,0.03712 ,0.88166 ,0.91590 ,0.01612 ,1.21229 ,1.35363 ,0.02320 ,198,0.00751 ,0.18255 ,0.47574 
1980001 ,0.67227 ,0.69241 ,0.01262 ,0.88166 ,0.91089 ,0.03821 ,1.21229 ,1.27492 ,0.01342 ,199,0.00288 ,0.20599 ,0.47243 
1990001 ,0.67227 ,0.65278 ,0.00455 ,0.88718 ,0.88149 ,0.00866 ,1.21780 ,1.28387 ,0.01327 ,200,-0.00479 ,0.17813 ,0.48217 
2000001 ,0.67227 ,0.78939 ,0.00247 ,0.88718 ,0.89620 ,0.01802 ,1.21780 ,1.28979 ,0.02871 ,201,0.01748 ,0.17879 ,0.48183 
2010001 ,0.67778 ,0.71359 ,0.01371 ,0.89269 ,0.82824 ,0.01508 ,1.21780 ,1.30919 ,0.01654 ,202,0.02707 ,0.19441 ,0.48687 
2020001 ,0.67778 ,0.69121 ,0.00626 ,0.89269 ,0.85949 ,0.00941 ,1.22331 ,1.26165 ,0.01733 ,203,0.02083 ,0.20485 ,0.48793 
2030001 ,0.67778 ,0.69155 ,0.00394 ,0.89269 ,0.94778 ,0.02076 ,1.22331 ,1.24670 ,0.02132 ,204,0.00171 ,0.20623 ,0.49612 
2040001 ,0.68329 ,0.71585 ,0.00456 ,0.89269 ,0.90813 ,0.00524 ,1.22882 ,1.32470 ,0.01645 ,205,0.00418 ,0.18057 ,0.50341 
2050001 ,0.68329 ,0.65840 ,0.00584 ,0.89820 ,0.88833 ,0.00924 ,1.22882 ,1.28998 ,0.01523 ,206,-0.01087 ,0.19290 ,0.50448 
2060001 ,0.68329 ,0.70074 ,0.01432 ,0.89820 ,0.87277 ,0.01879 ,1.22882 ,1.24618 ,0.02225 ,207,0.01695 ,0.18894 ,0.47977 
2070001 ,0.68329 ,0.67359 ,0.01266 ,0.89820 ,0.94166 ,0.01446 ,1.22882 ,1.35187 ,0.02036 ,208,0.01942 ,0.18865 ,0.49397 
2080001 ,0.68329 ,0.70123 ,0.01427 ,0.89820 ,0.95934 ,0.03909 ,1.23433 ,1.25815 ,0.00122 ,209,0.00553 ,0.18655 ,0.49342 
2090001 ,0.68880 ,0.68044 ,0.01324 ,0.90371 ,0.91232 ,0.01699 ,1.23433 ,1.30028 ,0.04373 ,210,-0.00009 ,0.19801 ,0.48763 
2100001 ,0.68880 ,0.74579 ,0.01568 ,0.90371 ,0.88132 ,0.00894 ,1.23984 ,1.31970 ,0.02416 ,211,-0.00472 ,0.17929 ,0.49738 
2110001 ,0.68880 ,0.67237 ,0.01893 ,0.90371 ,0.90023 ,0.01819 ,1.23984 ,1.29144 ,0.02702 ,212,-0.01239 ,0.18558 ,0.49041 
2120001 ,0.68880 ,0.70592 ,0.02709 ,0.90922 ,0.86783 ,0.01512 ,1.24535 ,1.33983 ,0.02136 ,213,0.01697 ,0.19083 ,0.50494 
2130001 ,0.69431 ,0.65167 ,0.00679 ,0.90922 ,0.94239 ,0.01717 ,1.24535 ,1.27549 ,0.02349 ,214,0.01015 ,0.16704 ,0.47321 
2140001 ,0.69431 ,0.72867 ,0.01400 ,0.90922 ,0.91653 ,0.00927 ,1.24535 ,1.26375 ,0.01820 ,215,0.00248 ,0.19476 ,0.47387 
2150001 ,0.69431 ,0.70475 ,0.01042 ,0.91473 ,0.88709 ,0.01510 ,1.25086 ,1.35645 ,0.01515 ,216,0.01143 ,0.19592 ,0.48046 
2160001 ,0.69982 ,0.67840 ,0.01105 ,0.91473 ,0.92769 ,0.00647 ,1.25086 ,1.36888 ,0.00900 ,217,0.01021 ,0.17728 ,0.48100 
2170001 ,0.69982 ,0.67815 ,0.01917 ,0.91473 ,0.91076 ,0.02024 ,1.25086 ,1.33726 ,0.01567 ,218,0.01980 ,0.19258 ,0.48759 
2180001 ,0.69982 ,0.70112 ,0.01229 ,0.92024 ,0.89725 ,0.01466 ,1.25086 ,1.26797 ,0.01434 ,219,0.01894 ,0.17830 ,0.49114 
2190001 ,0.69982 ,0.73398 ,0.03691 ,0.92024 ,0.87904 ,0.02209 ,1.25637 ,1.31281 ,0.01321 ,220,0.02854 ,0.20104 ,0.47309 
2200001 ,0.69982 ,0.69423 ,0.00745 ,0.92024 ,0.92389 ,0.01486 ,1.25637 ,1.31518 ,0.03349 ,221,0.02229 ,0.18103 ,0.48283 
2210001 ,0.70533 ,0.77438 ,0.00589 ,0.92024 ,0.90549 ,0.00489 ,1.26189 ,1.27778 ,0.01040 ,222,0.01340 ,0.17400 ,0.47587 
2220001 ,0.70533 ,0.70065 ,0.01078 ,0.92575 ,0.92231 ,0.02454 ,1.26189 ,1.37147 ,0.00244 ,223,0.01586 ,0.20542 ,0.47256 
2230001 ,0.70533 ,0.69981 ,0.01199 ,0.92575 ,0.89661 ,0.01511 ,1.26740 ,1.38533 ,0.01675 ,224,0.00082 ,0.20273 ,0.48230 
2240001 ,0.70533 ,0.76766 ,0.03540 ,0.92575 ,0.89231 ,0.00698 ,1.26740 ,1.33892 ,0.03797 ,225,0.01443 ,0.19646 ,0.48195 
2250001 ,0.70533 ,0.68485 ,0.00865 ,0.92575 ,0.89683 ,0.00082 ,1.26740 ,1.31120 ,0.00780 ,226,0.01511 ,0.20563 ,0.49196 
2260001 ,0.71084 ,0.72198 ,0.01287 ,0.93126 ,0.90825 ,0.01687 ,1.26740 ,1.35588 ,0.02424 ,227,0.00040 ,0.19237 ,0.48699 
2270001 ,0.71084 ,0.72423 ,0.00891 ,0.93126 ,0.93407 ,0.02660 ,1.27291 ,1.33216 ,0.01048 ,228,0.01070 ,0.18841 ,0.48806 
2280001 ,0.71635 ,0.69977 ,0.01259 ,0.93126 ,0.88956 ,0.00892 ,1.27291 ,1.28328 ,0.01052 ,229,0.01461 ,0.18812 ,0.49624 
2290001 ,0.71635 ,0.68982 ,0.00243 ,0.93677 ,0.89325 ,0.01509 ,1.27842 ,1.30847 ,0.02594 ,230,0.02491 ,0.19981 ,0.50354 
2300001 ,0.71635 ,0.70726 ,0.01349 ,0.93677 ,1.00893 ,0.02038 ,1.27842 ,1.42504 ,0.02407 ,231,0.01042 ,0.20278 ,0.50460 
2310001 ,0.71635 ,0.76082 ,0.00890 ,0.93677 ,0.99668 ,0.02942 ,1.27842 ,1.36271 ,0.02883 ,232,0.00469 ,0.21195 ,0.48998 
2320001 ,0.71635 ,0.72416 ,0.00262 ,0.94228 ,0.92540 ,0.02989 ,1.28393 ,1.37449 ,0.00899 ,233,0.00715 ,0.18124 ,0.47016 
2330001 ,0.72186 ,0.69799 ,0.02194 ,0.94228 ,0.93084 ,0.00731 ,1.28393 ,1.34932 ,0.04905 ,234,-0.00789 ,0.19654 ,0.47675 
2340001 ,0.72186 ,0.79739 ,0.04375 ,0.94228 ,1.00050 ,0.02774 ,1.28393 ,1.31525 ,0.01587 ,235,0.01993 ,0.18302 ,0.48030 
2350001 ,0.72186 ,0.71392 ,0.01457 ,0.94228 ,0.96989 ,0.02093 ,1.28944 ,1.30542 ,0.02275 ,236,0.02240 ,0.20576 ,0.49086 
2360001 ,0.72186 ,0.69215 ,0.02087 ,0.94779 ,0.92047 ,0.02524 ,1.28944 ,1.37155 ,0.02142 ,237,0.00851 ,0.19353 ,0.49816 
2370001 ,0.72186 ,0.79557 ,0.01551 ,0.94779 ,0.98688 ,0.01330 ,1.29495 ,1.38889 ,0.00620 ,238,0.00289 ,0.18957 ,0.49922 
2380001 ,0.72737 ,0.81257 ,0.02395 ,0.94779 ,0.91250 ,0.00439 ,1.29495 ,1.31613 ,0.01991 ,239,-0.00174 ,0.18928 ,0.49854 
2390001 ,0.72737 ,0.78427 ,0.00836 ,0.94779 ,1.00739 ,0.03243 ,1.29495 ,1.33710 ,0.03664 ,240,-0.00941 ,0.20097 ,0.49755 
2400001 ,0.72737 ,0.70948 ,0.01674 ,0.95330 ,0.92313 ,0.01833 ,1.29495 ,1.34590 ,0.00812 ,241,0.01995 ,0.20394 ,0.48881 
2410001 ,0.72737 ,0.76097 ,0.01078 ,0.95330 ,0.94670 ,0.01594 ,1.30046 ,1.39186 ,0.03349 ,242,0.01313 ,0.21311 ,0.49679 
2420001 ,0.73288 ,0.72155 ,0.02835 ,0.95330 ,0.99281 ,0.01612 ,1.30046 ,1.37279 ,0.02242 ,243,0.00546 ,0.18806 ,0.49007 
2430001 ,0.73288 ,0.72096 ,0.00836 ,0.95881 ,0.92088 ,0.02192 ,1.30597 ,1.30263 ,0.01429 ,244,0.01411 ,0.19333 ,0.48384 
2440001 ,0.73288 ,0.79557 ,0.01126 ,0.95881 ,0.93122 ,0.00045 ,1.30597 ,1.37391 ,0.02677 ,245,0.01695 ,0.19521 ,0.48511 
2450001 ,0.73288 ,0.75276 ,0.00494 ,0.95881 ,0.97250 ,0.01100 ,1.30597 ,1.37861 ,0.01041 ,246,0.02725 ,0.19818 ,0.49931 
2460001 ,0.73840 ,0.77565 ,0.01021 ,0.96432 ,0.90951 ,0.01594 ,1.31148 ,1.34848 ,0.03038 ,247,0.01276 ,0.20735 ,0.47911 
2470001 ,0.73840 ,0.75345 ,0.00438 ,0.96432 ,0.92616 ,0.03228 ,1.31148 ,1.35381 ,0.02257 ,248,0.02567 ,0.16567 ,0.47331 
2480001 ,0.73840 ,0.74322 ,0.01909 ,0.96432 ,1.00918 ,0.00845 ,1.31148 ,1.38069 ,0.00520 ,249,0.01885 ,0.16763 ,0.45878 
2490001 ,0.73840 ,0.78266 ,0.01824 ,0.96432 ,0.96253 ,0.02893 ,1.31699 ,1.32830 ,0.03751 ,250,0.01118 ,0.16532 ,0.47123 
2500001 ,0.73840 ,0.76067 ,0.01652 ,0.96983 ,0.93264 ,0.01357 ,1.31699 ,1.39398 ,0.01097 ,251,0.03168 ,0.18448 ,0.47604 
2510001 ,0.74391 ,0.81920 ,0.01912 ,0.96983 ,1.02332 ,0.01729 ,1.31699 ,1.40210 ,0.00525 ,252,0.01772 ,0.18140 ,0.48544 
2520001 ,0.74391 ,0.75567 ,0.02991 ,0.96983 ,0.95339 ,0.00553 ,1.32250 ,1.38957 ,0.01022 ,253,0.01498 ,0.17744 ,0.49545 
2530001 ,0.74391 ,0.73273 ,0.00998 ,0.96983 ,0.95523 ,0.01967 ,1.32250 ,1.34984 ,0.03058 ,254,0.01376 ,0.19016 ,0.49048 
2540001 ,0.74942 ,0.82573 ,0.02584 ,0.97534 ,0.93623 ,0.01514 ,1.32801 ,1.39934 ,0.02030 ,255,0.02335 ,0.18786 ,0.49155 
2550001 ,0.74942 ,0.74180 ,0.01549 ,0.97534 ,1.00019 ,0.01987 ,1.32801 ,1.33721 ,0.01214 ,256,0.02007 ,0.18881 ,0.49296 
2560001 ,0.74942 ,0.85990 ,0.01221 ,0.97534 ,0.93179 ,0.02215 ,1.32801 ,1.36465 ,0.01116 ,257,0.01885 ,0.18485 ,0.49912 
2570001 ,0.74942 ,0.80730 ,0.02311 ,0.97534 ,0.95124 ,0.00712 ,1.33352 ,1.41260 ,0.00102 ,258,0.02844 ,0.19726 ,0.49184 
2580001 ,0.74942 ,0.72757 ,0.01508 ,0.98085 ,0.95141 ,0.01677 ,1.33352 ,1.43502 ,0.00915 ,259,0.02758 ,0.17981 ,0.47178 
2590001 ,0.75493 ,0.78928 ,0.01908 ,0.98085 ,0.97433 ,0.01742 ,1.33352 ,1.36320 ,0.02005 ,260,0.03718 ,0.17277 ,0.47305 
2600001 ,0.75493 ,0.80508 ,0.01654 ,0.98085 ,1.03866 ,0.01714 ,1.33352 ,1.44591 ,0.01338 ,261,0.03093 ,0.20157 ,0.48725 
2610001 ,0.75493 ,0.76385 ,0.01388 ,0.98636 ,0.95583 ,0.00744 ,1.33903 ,1.44314 ,0.00620 ,262,-0.00407 ,0.19761 ,0.49776 
2620001 ,0.75493 ,0.78408 ,0.01717 ,0.98636 ,0.96015 ,0.01745 ,1.33903 ,1.34745 ,0.01784 ,263,-0.00013 ,0.19732 ,0.48522 
2630001 ,0.75493 ,0.78586 ,0.02930 ,0.98636 ,0.95738 ,0.01049 ,1.33903 ,1.45986 ,0.02190 ,264,0.00194 ,0.18259 ,0.48145 
2640001 ,0.76044 ,0.75241 ,0.02283 ,0.98636 ,0.96862 ,0.01273 ,1.34454 ,1.42418 ,0.00572 ,265,0.00440 ,0.18028 ,0.47476 
2650001 ,0.76044 ,0.80652 ,0.01202 ,0.99187 ,0.98320 ,0.01851 ,1.34454 ,1.42773 ,0.00219 ,266,-0.00303 ,0.18124 ,0.48652 
2660001 ,0.76044 ,0.74071 ,0.02179 ,0.99187 ,1.02040 ,0.03590 ,1.34454 ,1.37077 ,0.02115 ,267,-0.00295 ,0.18830 ,0.50105 
2670001 ,0.76595 ,0.79457 ,0.04351 ,0.99187 ,0.96163 ,0.01635 ,1.35005 ,1.36474 ,0.02712 ,268,0.00099 ,0.18969 ,0.50317 
2680001 ,0.76595 ,0.75803 ,0.01167 ,0.99187 ,1.04501 ,0.03344 ,1.35005 ,1.40006 ,0.01812 ,269,0.00306 ,0.19686 ,0.48765 
2690001 ,0.76595 ,0.74815 ,0.01629 ,0.99739 ,0.97658 ,0.02511 ,1.35005 ,1.42372 ,0.00942 ,270,0.00552 ,0.19290 ,0.49365 
2700001 ,0.76595 ,0.81218 ,0.02789 ,0.99739 ,0.95393 ,0.01230 ,1.35556 ,1.46063 ,0.00398 ,271,0.01279 ,0.19261 ,0.47071 
2710001 ,0.76595 ,0.83739 ,0.03095 ,0.99739 ,1.02623 ,0.00445 ,1.35556 ,1.46219 ,0.00832 ,272,0.01696 ,0.20061 ,0.47871 
2720001 ,0.77146 ,0.76331 ,0.01888 ,1.00290 ,0.98995 ,0.00315 ,1.36107 ,1.40397 ,0.00892 ,273,-0.00589 ,0.20199 ,0.47604 
2730001 ,0.77146 ,0.71479 ,0.02108 ,1.00290 ,1.02790 ,0.01412 ,1.36107 ,1.39966 ,0.01922 ,274,-0.00093 ,0.16466 ,0.47964 
2740001 ,0.77146 ,0.77396 ,0.02097 ,1.00290 ,1.02750 ,0.00856 ,1.36107 ,1.43424 ,0.02377 ,275,0.01349 ,0.16661 ,0.49719 
2750001 ,0.77146 ,0.87974 ,0.01253 ,1.00290 ,0.96504 ,0.01591 ,1.36107 ,1.40484 ,0.02539 ,276,0.01596 ,0.16430 ,0.48583 
2760001 ,0.77146 ,0.84995 ,0.02150 ,1.00841 ,0.97916 ,0.00432 ,1.36658 ,1.45959 ,0.00778 ,277,0.03156 ,0.18346 ,0.49986 
2770001 ,0.77146 ,0.80228 ,0.00786 ,1.00841 ,0.98335 ,0.00504 ,1.36658 ,1.47198 ,0.01764 ,278,0.03572 ,0.18038 ,0.49777 
2780001 ,0.77697 ,0.82612 ,0.00930 ,1.00841 ,1.02197 ,0.02836 ,1.36658 ,1.38285 ,0.01764 ,279,0.00386 ,0.17642 ,0.50858 
2790001 ,0.77697 ,0.78127 ,0.01331 ,1.00841 ,1.02089 ,0.01928 ,1.37209 ,1.39864 ,0.02835 ,280,0.02949 ,0.18914 ,0.47372 
2800001 ,0.77697 ,0.77871 ,0.00417 ,1.01392 ,1.00770 ,0.02258 ,1.37209 ,1.45309 ,0.01181 ,281,0.03365 ,0.18684 ,0.46792 
2810001 ,0.78248 ,0.76506 ,0.01675 ,1.01392 ,1.04222 ,0.01639 ,1.37760 ,1.41404 ,0.00735 ,282,0.03747 ,0.18779 ,0.47766 
2820001 ,0.78248 ,0.77866 ,0.00485 ,1.01392 ,1.05499 ,0.01763 ,1.37760 ,1.38161 ,0.02146 ,283,0.03266 ,0.18383 ,0.48352 
2830001 ,0.78248 ,0.78769 ,0.01134 ,1.01392 ,1.03024 ,0.02970 ,1.37760 ,1.47027 ,0.00681 ,284,0.04655 ,0.19624 ,0.47216 
2840001 ,0.78248 ,0.78522 ,0.00368 ,1.01943 ,0.98187 ,0.02402 ,1.38311 ,1.40134 ,0.01838 ,285,0.02199 ,0.17673 ,0.48619 
